Chiplet ID,Tile ID,HW Type,Nbank,NW,NB,CM,Clock Frequency (Hz)
C1,T57,Mem Tile,52,1024,320,4,2000000000.0
C1,T59,Mem Tile,4,1024,320,4,2000000000.0
C1,T61,Mem Tile,4,1024,320,4,2000000000.0
C1,T62,Mem Tile,77,1024,320,4,2000000000.0
C1,T64,Mem Tile,10,1024,320,4,2000000000.0
C1,T65,Mem Tile,77,1024,320,4,2000000000.0
C1,T67,Mem Tile,10,1024,320,4,2000000000.0
C1,T69,Mem Tile,10,1024,320,4,2000000000.0
C1,T70,Mem Tile,77,1024,320,4,2000000000.0
C1,T72,Mem Tile,4,1024,320,4,2000000000.0
C1,T74,Mem Tile,4,1024,320,4,2000000000.0
C1,T75,Mem Tile,52,1024,320,4,2000000000.0
C1,T77,Mem Tile,7,1024,320,4,2000000000.0
C1,T78,Mem Tile,26,1024,320,4,2000000000.0
C1,T80,Mem Tile,4,1024,320,4,2000000000.0
C1,T81,Mem Tile,26,1024,320,4,2000000000.0
C1,T83,Mem Tile,4,1024,320,4,2000000000.0
C1,T85,Mem Tile,7,1024,320,4,2000000000.0
C1,T87,Mem Tile,4,1024,320,4,2000000000.0
C1,T88,Mem Tile,4,1024,320,4,2000000000.0
C1,T90,Mem Tile,7,1024,320,4,2000000000.0
C1,T91,Mem Tile,52,1024,320,4,2000000000.0
C1,T93,Mem Tile,4,1024,320,4,2000000000.0
C1,T95,Mem Tile,4,1024,320,4,2000000000.0
C1,T96,Mem Tile,77,1024,320,4,2000000000.0
C1,T98,Mem Tile,10,1024,320,4,2000000000.0
C1,T99,Mem Tile,77,1024,320,4,2000000000.0
C1,T101,Mem Tile,10,1024,320,4,2000000000.0
C1,T103,Mem Tile,10,1024,320,4,2000000000.0
C1,T104,Mem Tile,77,1024,320,4,2000000000.0
C1,T106,Mem Tile,4,1024,320,4,2000000000.0
C1,T108,Mem Tile,4,1024,320,4,2000000000.0
C1,T109,Mem Tile,52,1024,320,4,2000000000.0
C1,T111,Mem Tile,7,1024,320,4,2000000000.0
C1,T112,Mem Tile,26,1024,320,4,2000000000.0
C1,T114,Mem Tile,4,1024,320,4,2000000000.0
C1,T115,Mem Tile,26,1024,320,4,2000000000.0
C1,T117,Mem Tile,4,1024,320,4,2000000000.0
C1,T119,Mem Tile,7,1024,320,4,2000000000.0
C1,T121,Mem Tile,4,1024,320,4,2000000000.0
C1,T122,Mem Tile,4,1024,320,4,2000000000.0
C1,T124,Mem Tile,7,1024,320,4,2000000000.0
C1,T125,Mem Tile,52,1024,320,4,2000000000.0
C1,T127,Mem Tile,4,1024,320,4,2000000000.0
C1,T129,Mem Tile,4,1024,320,4,2000000000.0
C1,T130,Mem Tile,77,1024,320,4,2000000000.0
C1,T132,Mem Tile,10,1024,320,4,2000000000.0
C1,T133,Mem Tile,77,1024,320,4,2000000000.0
C1,T135,Mem Tile,10,1024,320,4,2000000000.0
C1,T137,Mem Tile,10,1024,320,4,2000000000.0
C1,T138,Mem Tile,77,1024,320,4,2000000000.0
C1,T140,Mem Tile,4,1024,320,4,2000000000.0
C1,T142,Mem Tile,4,1024,320,4,2000000000.0
C1,T143,Mem Tile,52,1024,320,4,2000000000.0
C1,T145,Mem Tile,7,1024,320,4,2000000000.0
C1,T146,Mem Tile,26,1024,320,4,2000000000.0
C1,T148,Mem Tile,4,1024,320,4,2000000000.0
C1,T149,Mem Tile,26,1024,320,4,2000000000.0
C1,T151,Mem Tile,4,1024,320,4,2000000000.0
C1,T153,Mem Tile,7,1024,320,4,2000000000.0
C1,T155,Mem Tile,4,1024,320,4,2000000000.0
C1,T156,Mem Tile,4,1024,320,4,2000000000.0
C1,T158,Mem Tile,7,1024,320,4,2000000000.0
C1,T159,Mem Tile,52,1024,320,4,2000000000.0
C1,T161,Mem Tile,4,1024,320,4,2000000000.0
C1,T163,Mem Tile,4,1024,320,4,2000000000.0
C1,T164,Mem Tile,77,1024,320,4,2000000000.0
C1,T166,Mem Tile,10,1024,320,4,2000000000.0
C1,T167,Mem Tile,77,1024,320,4,2000000000.0
C1,T169,Mem Tile,10,1024,320,4,2000000000.0
C1,T171,Mem Tile,10,1024,320,4,2000000000.0
C1,T172,Mem Tile,77,1024,320,4,2000000000.0
C1,T174,Mem Tile,4,1024,320,4,2000000000.0
C1,T176,Mem Tile,4,1024,320,4,2000000000.0
C1,T177,Mem Tile,52,1024,320,4,2000000000.0
C1,T179,Mem Tile,7,1024,320,4,2000000000.0
C1,T180,Mem Tile,26,1024,320,4,2000000000.0
