freq_core (GHz),freq_noc (GHz),Xbar_size,N_tile,N_pe,N_tile(real),N_tier(real),N_stack(real),W2d,W3d,Computing_latency (ns),Computing_energy (pJ),compute_area (um2),chip area (mm2),chip_Architecture,2d NoC latency (ns),3d NoC latency (ns),2.5d NoC latency (ns),network_latency (ns),2d NoC energy (pJ),3d NoC energy (pJ),2.5d NoC energy (pJ),network_energy (pJ),rcc (compute latency/communciation latency),Throughput(TFLOPS/s),2D_3D_NoC_power (W),2_5D_power (W),2d_3d_router_area (mm2),placement_method,percent_router,peak_temperature (C),thermal simulation time (s),networking simulation time (s),computing simulation time (s),total simulation time (s)
1,1,1024,81,36,81,2,1,16,128,20667308.01273829,39145755609.2092,7841831847.841543,3991.7824672412157,M3D,16678742.875,52631.96875,0,16731374.84375,248260263.30772024,351513.353844401,0,248611776.66156465,1.2352426627067385,0.29052768370731463,0.021563534918390383,0,0.7786972200960002,5,1,NaN,2.002716064453125e-05,0.9992153644561768,0.01821756362915039,1.0174529552459717
1,1,1024,81,36,81,2,1,21,162,20667308.01273829,39145755609.2092,7841831847.841543,4005.0229868752826,M3D,12813850.523809524,48810.753086419754,0,12862661.276895944,249947053.37390527,410432.6354367556,0,250357486.009342,1.60676764845399,0.32404899062520215,0.027914658614808987,0,1.0815374361600003,5,1,NaN,1.9073486328125e-05,0.9600968360900879,0.015275955200195312,0.9753918647766113
1,1,1024,81,36,81,2,1,26,162,20667308.01273829,39145755609.2092,7841831847.841543,4009.8298855715516,M3D,10435455.23076923,48810.753086419754,0,10484265.98385565,251660984.79032293,410432.6354367556,0,252071417.42575967,1.9712689514519326,0.3487898462269675,0.03252460851407731,0,1.2308723251200004,5,1,NaN,1.7404556274414062e-05,0.9814190864562988,0.017879486083984375,0.9993159770965576
1,1,1024,81,36,81,2,1,31,200,20667308.01273829,39145755609.2092,7841831847.841543,4023.5687696912933,M3D,8824284.225806452,46077.46,0,8870361.685806453,253402255.98886365,483880.73947995616,0,253886136.7283436,2.329928445399046,0.36784732224611855,0.0392179287383366,0,1.605460686336,5,1,NaN,1.8835067749023438e-05,0.9897756576538086,0.018974781036376953,1.0087692737579346
1,1,1024,169,36,169,1,1,32,338,20667308.01273829,39145755609.2092,8180676433.859387,8334.40621296857,M2D,13938191.9375,0,0,13938191.9375,434461206.7285427,0,0,434461206.7285427,1.482782566448518,0.31397762551109115,0.0311705570332725,0,1.0035082854400001,5,1,341.46,69.39856767654419,0.9966526031494141,0.026929616928100586,70.4221498966217
1,1,1024,169,36,81,2,1,32,242,20667308.01273829,39145755609.2092,16361352867.718775,8417.384204437547,M3D,9409431.5625,76440.47933884297,0,9485872.041838843,575418895.6483585,1801532.6986427878,0,577220428.3470012,2.1787462366751384,0.36033853425521806,0.08472120128468742,0,3.6639015014400003,5,1,373.75,70.32113313674927,1.9110767841339111,0.031456708908081055,72.26366662979126
1,1,1024,169,36,49,3,1,32,242,20667308.01273829,39145755609.2092,24542029301.578163,8417.672664472526,M3D,6167973.3125,101202.09090909091,0,6269175.403409091,542775717.4777564,3844962.6860264554,0,546620680.1637828,3.296654931922896,0.4033693833058639,0.12599195538343236,0,5.364114135040001,5,1,390.89,70.43700003623962,2.7414560317993164,0.03251457214355469,73.2109706401825
1,1,1024,81,36,81,2,1,32,242,20667308.01273829,39145755609.2092,7841831847.841543,4034.310809135452,M3D,8562468.9375,44055.13223140496,0,8606524.069731405,253753808.11829033,574946.9387688128,0,254328755.05705914,2.4013536527974044,0.37116263676686845,0.04268621213159746,0,1.9044282470400002,5,1,366.39,16.13367486000061,0.9732954502105713,0.029471158981323242,17.136441469192505
1,1,1024,169,9,169,2,1,32,242,12148852.46873797,35247425383.76255,4090338216.9296937,2164.366969129286,M3D,6202977.25,272819.80165289255,0,6475797.0516528925,347925738.07331675,6061967.501957351,0,353987705.5752741,1.876039717093524,2.081808468156683,0.07830979560576949,0,3.6639015014400003,5,1,404.62,65.79164171218872,1.9495759010314941,0.02117323875427246,67.76239085197449
1,1,1024,81,36,81,1,2,32,288,20667308.01273829,39145755609.2092,7841831847.841543,8020.818745184156,H2_5D,13938186.9375,0,17415.06307015,13955602.00057015,404254776.2707447,0,478564.3311257664,404733340.6018705,1.4809327474295941,0.313819742471778,0.02900339750668125,0.027479908008259907,0.9674182656000001,1,1,330.60487259641627,45.74921941757202,1.0781092643737793,0.03835749626159668,46.8656861782074
